smiles,LogD,KSOL,HLM_CLint,MLM_CLint,Caco-2_Permeability_Papp_AtoB,Caco-2_Permeability_Efflux,MPPB,MBPB,MGMB
Cc1c2ccncc2cc2c3cc(OCCCN4CCCC4)ccc3n(C)c12,,,,-0.29355659683812246,,,,,
CCN(CC)CCCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,,,-0.32447532253291383,,,,,
Cc1c2ccncc2cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,,,-0.333873964264608,0.1274294960657917,,,,,
Cc1c2ccncc2cc2c3cc(OCC(N)=O)ccc3n(C)c12,,,-0.052215455495607965,-0.1653769790570669,,,,,
Cc1c2ccncc2cc2c3cc(C(=O)NCCN(C)C)ccc3n(C)c12,,,,-0.2411380949979464,,,,,
COc1ccc2c(c1)c1cc(C(=O)NCCCN(C)C)nc(C)c1n2C,,0.3103263211732602,,-0.08070881299881373,,,0.5487405283274724,,
Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCCCN(C)C)ccc3n(C)c12,,0.4930503997541687,,-0.2922256583148367,,,2.9025881064393495,,
Cc1nc(C(=O)NCCN(C)C)cc2c3cc(OCCCN(C)C)ccc3n(C)c12,,0.6757744783350772,,-0.3520155119762876,,,1.3640054447047631,,
Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,,,,-0.3353275904920128,,,,,
CN(C)CCCNC(=O)c1cc2c3cc(OCCCN(C)C)ccc3n(C)c2cn1,,0.29292402797507844,,-0.4419050522412771,,,1.786962431396741,,
CN(C)CCCOc1ccc2c(c1)c1cc(C(=O)NCCN(C)C)ncc1n2C,,0.41474008036235077,,-0.5316922126198599,,,3.6381654745993104,,
CNC(=O)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,-1.164518027372644,-0.030793540744162927,0.1811789364292535,,,-0.8182074141697893,,
COc1ccc2c(c1)c1cc3c(C(=O)NCCN(C)C)nccc3c(C)c1n2C,,0.09279765619598816,,2.830360877086278,,,-0.683351563340463,,
Cc1c2ccncc2cc2c3cc(OCCN4CCCCC4)ccc3n(C)c12,,-0.055121835988556814,-0.31879928351359105,-0.26908780398694654,,,-0.695611186143129,,
Cc1c2ccncc2cc2c3cc(OCCN)ccc3n(C)c12,,0.08409650959689728,-0.31086524101305585,-0.4262409296210682,,,-0.726260243149794,,
COc1ccc2c(c1)c1cc3c(C(=O)NCCCN(C)C)nccc3c(C)c1n2C,,,,0.8869858733163121,,,,,
Cc1c2ccncc2cc2c3cc(OCCN4CCN(C)CC4)ccc3n(C)c12,,0.7888893841232586,-0.279129071010915,-0.30072318888658406,,,-0.7569093001564591,,
CCN(CC)CCOc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,0.8584985569159856,-0.31800587926353757,-0.3307204956037161,,,-0.7140006203471281,,
COc1ccc2c(c1)c1cc3ccncc3c(C)c1n2C,,,0.30084943577820894,0.9175974593518835,,,-0.8549862825777873,,
Cc1c2ccncc2cc2c3ccc(OCC4=NCCN4)cc3n(C)c12,,,,0.052589799102571534,,,,,
COc1ccc2oc3c(C)c4ccncc4cc3c2c1,,,0.4706379452896624,-0.29396611638374887,,,-0.8672459053804533,,
Cc1c2ccncc2cc2c3cc(OC[C@H]4CCCN4)ccc3n(C)c12,,0.24071714838053312,,-0.35764640572865025,,,-0.67722175193913,,
Cc1c2ccncc2cc2c3c(OCC4=NCCN4)cccc3n(C)c12,,,-0.2704016242603263,0.01880443658839554,,,,,
Cc1c2ccncc2cc2c3cc(OC[C@@H]4CCCN4)ccc3n(C)c12,,0.7018779181323498,,-0.3402418250395293,,,-0.7936881685644571,,
Cc1c2ccncc2cc2c3cc(OCC(=O)N(C)C)ccc3n(C)c12,,-1.2060224966503077,0.10249837326482866,0.31468230830345195,,,-0.7998179799657903,,
Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,,0.031889630002351996,,-0.0639185116281323,,,1.9831163962393978,,
Cc1nc(C(=O)NCCCN(C)C)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,,,,-0.5159257101132444,,,,,
CN(C)CCCNc1nc(Nc2ccncc2)nc2ccccc12,-0.5137762030846142,,,,-0.7746870941476187,-0.24331656191770815,,,
CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3c(C)c21,,0.4843492531550778,,-0.0772278968609895,,,-0.8182074141697893,,
Cc1c2ccncc2cc2c3cc(OCC4=NCCN4C)ccc3n(C)c12,,-0.6233067089091913,,-0.3236562834416611,,,-0.5607553353138027,,
Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3cnccc3cc21,,0.5365561327496231,-0.18868098650481363,0.8235103437442238,,,-0.7936881685644571,,
Cc1c2ccncc2cc2c1sc1ccc(OCCN3CCOCC3)cc12,,,-0.057769285245982634,1.8183356999570968,,,,,
Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)ccc3n(C(C)C)c12,,,,-0.15913180598626464,,,,,
Cc1c2ccncc2cc2c3cc(C(N)=O)ccc3n(C)c12,,,0.1635905005189498,0.8650765776253009,,,-0.7998179799657903,,
CNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,,-0.09267907224833755,-0.3467941377695513,,,-0.7998179799657903,,
Cc1c2ccncc2cc2c3cc(C(=O)NCCO)ccc3n(C)c12,,,-0.2886499220115573,-0.3779176232371559,,,,,
COCCNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,-0.02031724959219329,-0.10140651899892629,1.371549875678721,,,-0.5423659011098036,,
Cc1c2ccncc2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,,,,-0.5010806265842883,,,,,
Cc1nc(C(N)=O)cc2c3cc(OCCN4CCOCC4)ccc3n(C)c12,,-1.1471157341744624,-0.3259399217640728,1.0663554343006645,,,-0.38299080467514535,,
Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccc(OCCCN4CCN(C)CC4)cc3n(C)c12,,0.5017515463532596,-0.29499715601198545,0.501730360768299,,,-0.38912061607647835,,
Cn1c2ccc(OCCN3CCOCC3)cc2c2cc3ncccc3cc21,,-0.34225967375855587,-0.15694481650267278,3.0903034086726193,,,-0.6404428835311319,,
CN(C)CCOc1ccc2c(c1)c1cc3ncccc3cc1n2C,,0.6670733317359863,-0.2481863052588277,1.4324659080906443,,,-0.40751005028047743,,
Cc1c2ccncc2cc2c3cc(OCCN4CCC(O)CC4)ccc3n(C)c12,,0.6061653055423502,-0.27278183701048686,-0.39235318722048557,,,-0.732390054551127,,
Cc1c2ccncc2cc2c3cc(OCCN4CCC(F)CC4)ccc3n(C)c12,,-0.09862756898401122,-0.20772268850609812,-0.015799965017033155,,,-0.8243372255711222,,
Cc1c2ccncc2cc2c3cc(OC[C@H](C)N(C)C)ccc3n(C)c12,,0.5278549861505322,-0.31403885801327,-0.3069683619573863,,,-0.7936881685644571,,
Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)NCC2,,0.21461370858326048,-0.2553269435093094,-0.39419602517580427,,,-0.13166853722049188,,
Cn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,,0.4060389337632599,,0.13019375299876979,,,-0.47493797569514057,,
CN(C)CCOc1ccc2c(c1)c1cc3cnccc3cc1n2C,,0.2059125619841696,-0.26405439025989813,-0.1956814254334187,,,-0.4013802388791444,,
Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3c(OCCCN4CCN(C)CC4)cccc3n(C)c12,,-0.0029149563940115285,-0.23866545425818544,-0.4488668845169254,,,-0.763039111557792,,
Cc1nc(C(N)=O)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,,0.3190274677723511,,-0.32334914378244134,,,0.8736205325981222,,
Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3nc21,,0.18851026878598784,-0.3299069430143404,-0.11510845483142926,,,0.3771058090901481,,
Cc1c2ccncc2cc2c3cc(C#N)ccc3n(C)c12,,,0.6658153908028286,0.3472391121807489,,,,,
CN(C)CCNC(=O)c1ccc2c(c1)c1cc3ccncc3nc1n2C,,,,0.18291939449816566,,,,,
Cn1c2ccc(OCC3=NCCN3)cc2c2cc3ccncc3nc21,,,-0.19740843325540236,0.5985817333089369,,,,,
Cc1c2ccncc2cc2c3cc(N4CCN(C)CC4)ccc3n(C)c12,,,,-0.2676544855772542,,,,,
Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3nc21,,-0.1421333019794656,-0.26008736900963053,0.5787200353460576,,,0.4751827915114764,,
Cn1c2ccc(OCC(=N)N)cc2c2cc3cnccc3cc21,,-0.9748330315124629,,0.12538189833765984,,,-0.5362360897084707,,
Cn1c2ccc(OCC3=NCCN3)cc2c2nc3cnccc3nc21,,0.14500453579053343,,-0.01201190921998925,,,0.8552310983941231,,
Cc1c2c(cc3c4cc(OCC5=NCCN5)ccc4n(C)c13)C(=O)N(C)CC2,,0.04929192320053376,-0.3164190707634305,-0.12432264460802271,,,-0.38912061607647835,,
CN(C)CCCNc1nccc2c1C(=O)c1c([nH]c3ccc(OCC4=NCCN4)cc13)C2=O,,,,-0.5390635644411347,,,,,
Cc1c2ccncc2cc2c3cc(OCC4=NCCN4)cc(F)c3n(C)c12,,,-0.31879928351359105,0.5826104710295081,,,,,
CCn1c2ccc(OCC3=NCCN3)cc2c2cc3cnccc3cc21,,0.005786190205079352,-0.22279736925711505,-0.2934542169517159,,,-0.07650023460849473,,
Cc1c2ccncc2cc2c3cc(OCCN(C)C)cc(F)c3n(C)c12,,,,0.24475684588774835,,,,,
Cn1c2ccc(OCC(=N)N)cc2c2cc3ncccc3cc21,,-0.5919825811524642,-0.294203751761932,1.323840848613248,,,-0.5239764669058047,,
COc1ccc(Nc2nccc(NCCc3ccncc3)n2)cc1,0.5781336608307678,-0.6868250790825547,0.41271943503575537,0.6186481910446293,1.3156862434452086,-0.3640887370832254,-0.41363986168181044,,
CN(C)CCCn1ccc2nc3ccc(OCC4=NCCN4)cc3c-2c1,,0.5278549861505322,,,,,3.5584779263819812,,
c1cc2cc3[nH]c4ccc(OCC5=NCCN5)cc4c3cc2cn1,,0.1189010959932608,-0.2378720500081319,-0.3759724053954306,,,3.3500643387366593,,
CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(Cl)cc3)n2)n1,-1.8576652663650846,-0.44493320362782823,-0.21724353950674039,-0.22649777124180345,,,-0.3216926906618152,,
NC(=O)CN1C(=O)Cc2ccc(-c3ccccc3)cc21,,-0.9217560372580085,-0.3116586452631094,-0.4343289406471891,,,-0.5730149581164687,,
CNc1ccnc(N(CCc2cccnc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,-2.2776305986402314,-0.4832182486638282,-0.2553269435093094,-0.24697374852312223,,,0.8981397782034541,,
CNc1ccnc(N(CCc2ccncc2)c2ccnc(Nc3ccc(OC)cc3)n2)n1,-2.2776305986402314,-0.42753091042964647,-0.26088077325968406,-0.20346229680031983,,,0.9778273264207834,,
Cc1c2cnccc2cc2c3cc(OCCN(C)C)ccc3n(C)c12,,0.10149880279507904,-0.1537711995024587,0.10613447969322022,,,-0.726260243149794,,
COC(C)Cn1c(=O)n(C)c2cnc3ccc(-c4cncc(C(C)(C)O)c4)cc3c21,,,,,,,0.43227411170214536,,
C[C@H](NC(=O)c1ccc2c(c1)c1cc(C(=O)N[C@@H](C)C(N)=O)ccc1n2C)C(N)=O,,0.05799306979962464,,,,,2.307996400510047,,
Cc1c2ccncc2cc2c3cc(OCC[C@@H](C)N)ccc3n(C)c12,,0.3103263211732602,-0.3076916240128418,-0.37535812607699104,,,-0.8120776027684562,,
COc1ccc2c(c1)c1cc(NC(=O)NCCN(C)C)nc(C)c1n2C,,-0.0029149563940115285,-0.2442192840085601,-0.26192121193848494,,,0.009317125010167463,,
NC(=O)CCN1C(=O)Cc2c1ccc1ccccc21,,0.37123434736689637,-0.3426014110151967,-0.18585295633838567,,,0.2851586380701529,,
Cc1c2ccncc2cc2c3cc(OCC[C@H](C)N)ccc3n(C)c12,,0.1624068289887152,-0.2830960922611826,-0.3320514341270018,,,-0.8120776027684562,,
Cc1c2ccncc2cc2c3cc(OC[C@H](C)Nc4ccccn4)ccc3n(C)c12,,,0.75626347530893,0.9754420951716091,,,,,
Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(OCC(N)=O)ccc3n(C)c12,,0.43214237356053253,,1.041272362131049,,,-0.13166853722049188,,
Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,,0.6235675987405319,,-0.2037694364595396,,,-0.6894813747417959,,
CC(=O)N[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,-0.6267871675488277,-0.17439971000385024,0.0948726921884949,,,-0.08263004600982772,,
Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC(N)=O)ccc3n(C)c12,,,-0.25691375200941646,-0.07067558413096751,,,-0.8549862825777873,,
NC(=O)Cn1ccc2ccc(-c3ccccc3)cc21,,-0.9060939733796449,-0.06808354049667839,0.5250729748690026,,,-0.7507794887551261,,
Cc1nc(NC(=O)NCCN(C)C)cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,,0.5887630123441684,,-0.1768435263346054,,,1.5662892209487524,,
Cc1c2ccncc2cc2c3cc(OCCC(C)(C)N)ccc3n(C)c12,,0.7366825045287133,,-0.4401645941723649,,,-0.763039111557792,,
Cc1nc(NC(=O)NCCN(C)C)cc2c3cc(OCC(N)=O)ccc3n(C)c12,,0.17980912218689696,-0.297377368762146,-0.40371735461161756,,,1.823741299804739,,
CCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,0.7105790647314407,,-0.28761856342654,,,-0.7507794887551261,,
CN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,0.5017515463532596,,-0.30236126706908956,,,-0.683351563340463,,
CCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,0.05799306979962464,-0.2965839645120925,-0.32754671912511163,,,-0.7446496773537931,,
COCCN[C@@H](C)COc1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,0.17980912218689696,-0.2830960922611826,-0.3291847973076171,,,-0.7998179799657903,,
Cc1c2ccncc2cc2c3cc(OC[C@H](C)NCC(F)F)ccc3n(C)c12,,-0.7024871429609184,0.011256884508673728,0.8779764433125317,,,-0.763039111557792,,
Cc1nc(C(N)=O)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,,0.37993549396598725,,-0.18145062122290212,,,0.5058318485181414,,
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)N)ccc3n(C)c12,,-0.30745508736219235,-0.2918235390117714,-0.4135458237066505,,,-0.701740997544462,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CN)ccc3n(C)c12,,0.23201600178144224,-0.19740843325540236,-0.32253010469118853,,,-0.4994572213004726,,
Cn1c2ccc(OCC3=NCCN3)cc2c2cc(C(N)=O)ccc21,,0.5626595725468957,,0.36239133536892476,,,1.1862409140661059,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CN)ccc3n(C)c12,,0.5539584259478049,-0.2918235390117714,-0.11838461119644031,,,-0.5791447695178017,,
Cc1c2ccncc2cc2c3cc(OC[C@H](C)NC(C)C)ccc3n(C)c12,,0.5191538395514413,,-0.3942984050622109,,,-0.8304670369724553,,
Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccccc3)ccc21,,,0.1969134790211976,-0.12780356074584692,,,,,
C[C@H](N)COc1ccc2c(c1)c1cc(C(N)=O)ccc1n2C,,0.5713607191459866,,0.8366149692042678,,,0.5793895853341375,,
Cn1c2ccc(OCC(N)=O)cc2c2cc(-c3ccncc3)ccc21,,,-0.2632609860098446,-0.30256602684190276,,,-0.8856353395844523,,
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)N)ccc3n(C)c12,,0.2581194415787149,-0.33625417701476856,-0.3027707866147159,,,-0.43202929588580946,,
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)O)ccc3n(C)c12,,-0.02031724959219329,-0.0839516254977488,0.17309092540313262,,,-0.8059477913671232,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CN(C)C)ccc3n(C)c12,,0.7453836511278042,-0.1950282205052418,0.8604694827370042,,,-0.5362360897084707,,
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)O)ccc3n(C)c12,,-0.5432561601975552,-0.10775375299935444,0.16469577471779187,,,-0.7446496773537931,,
C[C@H](N)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,,0.7105790647314407,-0.2854763050113432,-0.21902403953412208,,,0.5671299625314715,,
COC[C@H](C)NC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,-0.18563903497492001,0.3135439037790652,0.8692741529679712,,,-0.8488564711764542,,
Cn1c2ccc(OCC(N)=O)cc2c2nc3cnccc3nc21,,-1.2716291420074528,-0.23469843300791784,0.5855794877352994,,,-0.5423659011098036,,
NCCCNc1nc(NC(=O)OCCCN)cc2c(-c3ccnc(N4CCNCC4)c3)cccc12,,0.24071714838053312,,-0.5113186152249477,,,-0.03972136620049668,,
Cc1nc(CCC(=O)Nc2ccccn2)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,,0.5974641589432592,-0.24183907125839954,0.5126850086138046,,,,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)CO)ccc3n(C)c12,,-0.20304132817310178,-0.1355229017512277,0.836819728977081,,,,,
Cc1c2ccnc(C(=O)NCC(N)=O)c2cc2c3ccccc3n(C)c12,,,-0.1474239655020305,0.28130646533490233,,,,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CO)ccc3n(C)c12,,-0.4806079046841009,-0.08791864674801642,0.7051591950582011,,,,,
Cc1c2ccnc(C(=O)N[C@H](C)CN(C)C)c2cc2c3ccccc3n(C)c12,,-0.12473100878128386,-0.32911353876428684,2.1149302308769995,,,,,
Cc1nc(CCCNc2ccccn2)cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,,0.3451309075696237,-0.06808354049667839,1.2077420574281708,,,-0.4626783528924745,,
C[C@H](N)COc1ccc2c(c1)c1ccc(-c3cccnc3)cc1n2C,,0.04059077660144288,,-0.47374519691372774,,,-0.8611160939791204,,
Cc1c2ccccc2cc2c3cc(OC[C@H](C)N)ccc3n(C)c12,,,,-0.5017972857891345,,,,,
C[C@H](N)COc1ccc2c(c1)c1cc(-c3ccncc3)ccc1n2C,,-1.0705456441024626,,-0.3792485617604416,,,-0.8549862825777873,,
Cc1c2ccccc2cc2c3cc(OCC4=NCCN4)ccc3n(C)c12,,-1.056623809543917,-0.3497420492656784,0.10019644628163771,,,,,
Cn1c2ccc(OCC(N)=O)cc2c2ccc(-c3cccnc3)cc21,,,,-0.42368143246090334,,,-0.7936881685644571,,
Cc1c2ccnc(C(=O)NCCN)c2cc2c3ccccc3n(C)c12,,,,-0.12196790722067109,,,-0.7875583571631242,,
C[C@H](N)COc1ccc2c(c1)c1ccc(-c3ccncc3)cc1n2C,,-0.0029149563940115285,,-0.46739764395651895,,,-0.8611160939791204,,
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@@H](C)N(C)C)ccc3n(C)c12,,0.04929192320053376,-0.3219729005138052,-0.30440886479722146,,,-0.6894813747417959,,
Cn1c2ccc(OCC(N)=O)cc2c2ccc(-c3ccncc3)cc21,,0.24071714838053312,,,,,0.4813126029128095,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)CN(C)C)ccc3n(C)c12,,0.21461370858326048,-0.32911353876428684,-0.1063037846004622,,,-0.6649621291364639,,
Cn1c2ccc(OCC(N)=O)cc2c2nc3ccccc3nc21,,,0.5364904980441048,-0.2784043736499465,,,-0.8488564711764542,,
Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3ccccc3nc21,,0.09279765619598816,-0.279129071010915,1.1134501820476976,,,-0.8304670369724553,,
CCN(CC)CCOc1ccc2c(c1)c1nc3cnccc3nc1n2C,,0.37993549396598725,-0.3386343897649291,-0.02593557377128593,,,0.4629231687088104,,
Cc1c2ccncc2cc2c3cc(C(=O)NCC(N)=O)ccc3n(C)c12,,-1.244742599016262,-0.2846829007612897,0.2384092929305395,,,0.9165292124074532,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@@H](C)C(N)=O)ccc3n(C)c12,,-1.2707416250543455,-0.27674885826075446,0.21916187428609987,,,2.773862067011356,,
Cc1c2ccccc2cc2c3cc(OCC(N)=O)ccc3n(C)c12,,,-0.2664346030100587,-0.47220949861762884,,,-0.763039111557792,,
Cc1c2ccncc2cc2c3cc(C(=O)N[C@H](C)C(N)=O)ccc3n(C)c12,,-1.2191612280149349,-0.297377368762146,0.054432637057890296,,,-0.695611186143129,,
COC(C)(C)CNC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,-0.6502802633663731,0.38733049903404265,1.06830065214239,,,-0.8365968483737883,,
CCN(CC)CCCOc1ccc2c(c1)c1nc3cnccc3nc1n2C,,0.1624068289887152,-0.33308056001455444,0.00959024681180209,,,0.11352391883282874,,
Cn1c2ccc(OCC(N)=O)cc2c2nc3cnccc3cc21,,-1.2235118013144803,-0.09188566799828402,1.1267595672805548,,,-0.7998179799657903,,
Cn1c2ccc(OCCN3CCCCC3)cc2c2nc3cnccc3cc21,,-0.13343215538037473,-0.32355970901391223,0.1030630831010224,,,-0.5239764669058047,,
Cn1c2ccc(C(=O)NCCO)cc2c2nc3ccccc3nc21,,,-0.27992247526096853,-0.17018883371817678,,,-0.7936881685644571,,
COC1CCN(CCOc2ccc3c(c2)c2nc4cnccc4nc2n3C)CC1,,0.5452572793487139,-0.26564119876000514,-0.01068097069670346,,,0.03383637061549953,,
Cn1c2ccc(OCCN3CCC(F)CC3)cc2c2nc3cnccc3nc21,,-0.17693788837582913,-0.06411651924641078,0.543603734308596,,,-0.6404428835311319,,
CN[C@@H](C)COc1ccc2c(c1)c1nc3cnccc3nc1n2C,,0.43214237356053253,-0.2545335392592559,-0.04098541707305528,,,1.4314333701194264,,
Cc1c2ccncc2cc2c3cc(C(=O)NC[C@H](C)N(C)C)ccc3n(C)c12,,0.08409650959689728,-0.2894433262616108,-0.2663235470539685,,,-0.4013802388791444,,
Cc1c2ccncc2cc2c3cc(C(=O)NCCOC(C)(C)C)ccc3n(C)c12,,,1.748812192125885,7.484345753357223,,,-0.763039111557792,,
COCC(C)(C)NC(=O)c1ccc2c(c1)c1cc3cnccc3c(C)c1n2C,,-1.1149214917578263,3.3982996279871553,7.711936240839082,,,-0.8733757167817864,,
Cn1c2ccc(OCCN3CCCC3)cc2c2nc3cnccc3nc21,,0.7975905307223495,-0.33546077276471503,0.034468559208604484,,,0.4629231687088104,,
Cn1c2ccc(OCCN3CCOCC3)cc2c2nc3cnccc3cc21,,-0.11602986218219298,-0.3005509857623601,0.8039557854405642,,,-0.46880816429380756,,
Cn1c2ccc(OCCCN3CCCCC3)cc2c2nc3cnccc3nc21,,0.5191538395514413,-0.27357524126054034,0.03784709546002203,,,-0.2726541994511511,,
